藥品代碼,藥品名稱,數量
AC43854335,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 15.00 GM,9
AC43854338,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 20.00 GM,2828
AC43857100,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,189
AC43860100,ESTAZOLAM ， 一般錠劑膠囊劑 ， 2.00 MG,396269
AC438601G0,ESTAZOLAM ， 一般錠劑膠囊劑 ， 2.00 MG,1062267.9
AC43861100,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 200.00 MG,4755.5
AC43862100,WARFARIN ， 一般錠劑膠囊劑 ， 1.00 MG,5903276.5
AC43867100,ALVERINE CITRATE， 一般錠劑膠囊劑 ， 60.00 MG,166940.1
AC438671G0,ALVERINE CITRATE， 一般錠劑膠囊劑 ， 60.00 MG,146386
AC43892100,MOCLOBEMIDE ， 一般錠劑膠囊劑 ， 150.00 MG,361551.6
AC43893100,IBUPROFEN ， 一般錠劑膠囊劑 ， 600.00 MG,6686
AC43896100,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,1182541.1
AC438961G0,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,1205418.1
AC43898100,FLUCONAZOLE ， 一般錠劑膠囊劑 ， 150.00 MG,101539.7
AC43920329,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 10.00GM,283.1
AC43920338,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 20.00GM,2839
AC43924338,PIROXICAM ， 外用軟膏劑 ， 10.00  MG/GM ， 20.00 GM,916
AC43924345,PIROXICAM ， 外用軟膏劑 ， 10.00  MG/GM ， 40.00 GM,2057
AC43927100,BENZBROMARONE ， 一般錠劑膠囊劑 ， 50.00 MG,357323.5
AC439271G0,BENZBROMARONE ， 一般錠劑膠囊劑 ， 50.00 MG,5499503.9
AC43928100,CEPHRADINE ， 一般錠劑膠囊劑 ， 500.00 MG,455533.3
AC43929100,SULFASALAZINE ， 一般錠劑膠囊劑 ， 500.00 MG,0
AC43931100,FELODIPINE ， 緩釋錠劑膠囊劑 ， 10.00 MG,256448
AC43932100,DIPHENIDOL ， 一般錠劑膠囊劑 ， 25.00 MG,27084
AC439321G0,DIPHENIDOL ， 一般錠劑膠囊劑 ， 25.00 MG,1014750.2
AC43934100,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 200.00 MG,35
AC43935100,FAMOTIDINE ， 一般錠劑膠囊劑 ， 20.00 MG,2345641.8
AC439351G0,FAMOTIDINE ， 一般錠劑膠囊劑 ， 20.00 MG,576078.7
AC43937100,FLUOXETINE ， 一般錠劑膠囊劑 ， 20.00 MG (DISPERSIBLE),161832
AC43939100,METHYLPREDNISOLONE ， 一般錠劑膠囊劑 ， 2.00 MG,299941
AC43941100,TRANEXAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,543650.1
AC43945129,SUCRALFATE ， 口服液劑 ， 100.00  MG/ML ， 10.00 ML,5295833.4
AC43945157,SUCRALFATE ， 口服液劑 ， 100.00  MG/ML ， 120.00 ML,84
AC43948100,IBUPROFEN ， 一般錠劑膠囊劑 ， 400.00 MG,2022
AC43950100,IMIDAPRIL ， 一般錠劑膠囊劑 ， 5.00 MG,1770900.9
AC43951100,IMIDAPRIL ， 一般錠劑膠囊劑 ， 10.00 MG,1362541.9
AC43952100,AMOXICILLIN 250MG + CLAVULANIC ACID 125MG， 一般錠劑膠囊劑，,0
AC43954100,ESTRADIOL 2MG + NORETHINDRONE 1MG， 一般錠劑膠囊劑，,0
AC43961100,TERAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,359193.7
AC439611G0,TERAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,302399.6
AC43966100,CLARITHROMYCIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
AC43970100,NITRENDIPINE ， 一般錠劑膠囊劑 ， 10.00 MG,139967
AC43972100,TICLOPIDINE ， 一般錠劑膠囊劑 ， 100.00 MG,89704
AC43978209,PIROXICAM ， 注射劑 ， 20.00 MG,4320.3
AC43978212,PIROXICAM ， 注射劑 ， 40.00 MG,6266.3
AC43981321,TRIAMCINOLONE 1MG/GM + GRAMICIDIN 0.25MG/GM + NYSTATIN 100KIU/GM + NEOMYCIN 2.5MG/GM， 外用軟膏劑， 5.00GM,13
AC43983321,TRIAMCINOLONE 1MG/GM + GRAMICIDIN 0.25MG/GM + NYSTATIN 100KIU/GM + NEOMYCIN 2.5MG/GM， 外用軟膏劑， 5.00GM,25638.7
AC43983323,TRIAMCINOLONE 1MG/GM + GRAMICIDIN 0.25MG/GM + NYSTATIN 100KIU/GM + NEOMYCIN 2.5MG/GM， 外用軟膏劑， 6.00GM,1800
AC43983330,TRIAMCINOLONE 1MG/GM + GRAMICIDIN 0.25MG/GM + NYSTATIN 100KIU/GM + NEOMYCIN 2.5MG/GM， 外用軟膏劑， 12.00GM,155
AC43983336,TRIAMCINOLONE 1MG/GM + GRAMICIDIN 0.25MG/GM + NYSTATIN 100KIU/GM + NEOMYCIN 2.5MG/GM， 外用軟膏劑， 16.00GM,71
AC43983338,TRIAMCINOLONE 1MG/GM + GRAMICIDIN 0.25MG/GM + NYSTATIN 100KIU/GM + NEOMYCIN 2.5MG/GM， 外用軟膏劑， 20.00GM,1
AC43985100,ETODOLAC ， 一般錠劑膠囊劑 ， 200.00 MG,4926
AC43990100,BENPROPERINE ， 一般錠劑膠囊劑 ， 20.00 MG,3211654.5
AC43991100,CLINDAMYCIN ， 一般錠劑膠囊劑 ， 150.00 MG,1646004.2
AC439911G0,CLINDAMYCIN ， 一般錠劑膠囊劑 ， 150.00 MG,3889635.3
AC44011100,ALPRAZOLAM ， 緩釋錠劑膠囊劑 ， 1000.00 MCG,753
AC44012321,BUTENAFINE ， 外用軟膏劑 ， 10.00  MG/GM ， 5.00 GM,30407
AC44012329,BUTENAFINE ， 外用軟膏劑 ， 10.00  MG/GM ， 10.00 GM,163665.1
AC44012335,BUTENAFINE ， 外用軟膏劑 ， 10.00  MG/GM ， 15.00 GM,25015
AC44012355,BUTENAFINE ， 外用軟膏劑 ， 10.00  MG/GM ， 100.00 GM,4
AC44014100,TOLPERISONE ， 一般錠劑膠囊劑 ， 100.00 MG,14595.1
AC440141G0,TOLPERISONE ， 一般錠劑膠囊劑 ， 100.00 MG,1143146
AC44022100,NIMESULIDE ， 一般錠劑膠囊劑 ， 100.00 MG,0
AC44023143,CETIRIZINE ， 口服液劑 ， 1.00  MG/ML ， 30.00 ML,287896.1
AC44023151,CETIRIZINE ， 口服液劑 ， 1.00  MG/ML ， 60.00 ML,618102.8
AC44023157,CETIRIZINE ， 口服液劑 ， 1.00  MG/ML ， 120.00 ML,178569.5
AC44023199,CETIRIZINE ， 口服液劑 ， 1.00  MG/ML ， 1.00 ML,0
AC44029100,ESTAZOLAM ， 一般錠劑膠囊劑 ， 2.00 MG,120489
AC440291G0,ESTAZOLAM ， 一般錠劑膠囊劑 ， 2.00 MG,6410280.4
AC44031100,ALLOPURINOL ， 一般錠劑膠囊劑 ， 100.00 MG,41121.5
AC440311G0,ALLOPURINOL ， 一般錠劑膠囊劑 ， 100.00 MG,48005
AC44034121,AMOXICILLIN 50MG/ML + CLAVULANIC ACID 12.5MG/ML， 口服液劑， 100.00ML,97
AC44038100,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,3741940.4
AC440381G0,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,116312.1
AC44039500,ISOCONAZOLE ， 陰道用錠劑膠囊劑 ， 100.00 MG,16
AC44041100,DICLOFENAC ， 緩釋錠劑膠囊劑 ， 75.00 MG,1791370.4
AC440411G0,DICLOFENAC ， 緩釋錠劑膠囊劑 ， 75.00 MG,2531561
AC44042100,FLUOXETINE ， 一般錠劑膠囊劑 ， 10.00 MG,162276
AC440421G0,FLUOXETINE ， 一般錠劑膠囊劑 ， 10.00 MG,305552
AC44043348,SULFADIAZINE ， 外用軟膏劑 ， 10.00  MG/GM ， 50.00 GM,13996
AC44043371,SULFADIAZINE ， 外用軟膏劑 ， 10.00  MG/GM ， 400.00 GM,6
AC44060480,MESNA ， 耳鼻用液劑 ， 200.00  MG/ML ， 600.00 MG,589646
AC44061100,RIFAMPICIN， 一般錠劑膠囊劑 ， 300.00 MG,565034.8
AC44063100,TERAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,28885
AC44064321,FUSIDIC ACID ， 外用軟膏劑 ， 20.00  MG/GM ， 5.00 GM,303
AC44064326,FUSIDIC ACID ， 外用軟膏劑 ， 20.00  MG/GM ， 8.00 GM,210
AC44064335,FUSIDIC ACID ， 外用軟膏劑 ， 20.00  MG/GM ， 15.00 GM,1
AC44065321,PIROXICAM ， 外用軟膏劑 ， 10.00  MG/GM ， 5.00 GM,1
AC44065338,PIROXICAM ， 外用軟膏劑 ， 10.00  MG/GM ， 20.00 GM,454
AC44065345,PIROXICAM ， 外用軟膏劑 ， 10.00  MG/GM ， 40.00 GM,46101.2
AC44067100,MEQUITAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,630166.3
AC44070280,AMOXICILLIN 500MG + CLAVULANIC ACID 100MG， 注射劑， 600.00MG,393086
AC44070297,AMOXICILLIN 1000MG + CLAVULANIC ACID 200MG， 注射劑， 1200.00MG,312230.6
AC44078100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,510209.3
AC44083151,THEOPHYLLINE ， 口服液劑 ， 5.34  MG/ML ， 60.00 ML,41084.6
AC44083157,THEOPHYLLINE ， 口服液劑 ， 5.34  MG/ML ， 120.00 ML,235
AC44084321,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 5.00 GM,11
AC44084329,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 10.00 GM,6
AC44084335,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 15.00 GM,0
AC44084343,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 30.00 GM,1
AC44086100,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 200.00 MG,567742.7
AC440861G0,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 200.00 MG,16204.5
AC44088238,DEXTROSE 100MG/ML + METHIONINE 20MG/ML + NICOTINAMIDE 2MG/ML + TAURINE 1MG/ML + VITAMIN B1 1.5MG/ML + VITAMIN B2 0.1MG/ML， 注射劑， 20.00ML,0
AC44090221,DOPAMINE ， 注射劑 ， 200.00 MG,15
AC44091100,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 200.00 MG,0
AC440911G0,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 200.00 MG,0
AC44093209,CAMYLOFINE ， 注射劑 ， 25.00 MG,163.3
AC44094100,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,463678.9
AC44098100,FELODIPINE ， 緩釋錠劑膠囊劑 ， 5.00 MG,0
AC440981G0,FELODIPINE ， 緩釋錠劑膠囊劑 ， 5.00 MG,583956
AC44113100,CYPROTERONE 2MG + ESTRADIOL 35MCG， 一般錠劑膠囊劑，,1044411.2
AC44114100,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 200.00 MG,964118.6
AC441141G0,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 200.00 MG,1117614.7
AC44115100,MEQUITAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,357627.2
AC441151G0,MEQUITAZINE ， 一般錠劑膠囊劑 ， 5.00 MG,1779870.9
AC44117321,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 5.00GM,2273
AC44117329,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 10.00GM,38631.9
AC44123114,AMOXICILLIN 25MG/ML + CLAVULANIC ACID 6.25MG/ML， 口服液劑， 100.00ML,30873.1
AC44124100,CILOSTAZOL ， 一般錠劑膠囊劑 ， 100.00 MG,0
AC44127100,ALLOPURINOL ， 一般錠劑膠囊劑 ， 300.00 MG,16064
AC44136100,CILOSTAZOL ， 一般錠劑膠囊劑 ， 50.00 MG,112
AC44140100,BENZBROMARONE ， 一般錠劑膠囊劑 ， 100.00 MG,314077
AC44141321,GENTAMICIN ， 外用軟膏劑 ， 1.00  MG/GM ， 5.00 GM,39112.5
AC44141329,GENTAMICIN ， 外用軟膏劑 ， 1.00  MG/GM ， 10.00 GM,7680
AC44141335,GENTAMICIN ， 外用軟膏劑 ， 1.00  MG/GM ， 15.00 GM,969
AC44161100,LISINOPRIL ， 一般錠劑膠囊劑 ， 10.00 MG,467310.5
AC441611G0,LISINOPRIL ， 一般錠劑膠囊劑 ， 10.00 MG,88183
AC44162100,ALVERINE CITRATE， 一般錠劑膠囊劑 ， 60.00 MG,2339
AC44163100,ATENOLOL ， 一般錠劑膠囊劑 ， 50.00 MG,4054
AC44165100,DOTHIEPIN ， 一般錠劑膠囊劑 ， 25.00 MG,22166
AC441651G0,DOTHIEPIN ， 一般錠劑膠囊劑 ， 25.00 MG,3108
AC44167421,FLUOROMETHOLONE ， 眼用液劑 ， 1.00  MG/ML ， 5.00 ML,426395.2
AC44167429,FLUOROMETHOLONE ， 眼用液劑 ， 1.00  MG/ML ， 10.00 ML,52261.3
AC44169110,AMOXICILLIN ， 口服液劑 ， 25.00 MG/ML， 60.00 ML,0
AC44172100,GLICLAZIDE ， 一般錠劑膠囊劑 ， 80.00 MG,15
AC441721G0,GLICLAZIDE ， 一般錠劑膠囊劑 ， 80.00 MG,737
AC44174100,TOLPERISONE ， 一般錠劑膠囊劑 ， 150.00 MG,595370.5
AC441741G0,TOLPERISONE ， 一般錠劑膠囊劑 ， 150.00 MG,55130
AC44176100,ACETYLSALICYLIC ACID ， 腸溶製劑 ， 81-165，MG,448
AC441761G0,ACETYLSALICYLIC ACID ， 腸溶製劑 ， 81-165，MG,6603
AC44187209,BIPERIDEN ， 注射劑 ， 5.00 MG,10695.8
AC44196100,PHENOXYBENZAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
AC44197100,ALVERINE CITRATE， 一般錠劑膠囊劑 ， 60.00 MG,0
AC44201100,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,37128
AC442011G0,GINKGO BILOBA EXTRACT， 一般錠劑膠囊劑 ， 40.00 MG,46693
AC44203100,ESTRADIOL 1MG + NORETHINDRONE 500MCG， 一般錠劑膠囊劑，,1750080.8
AC44208421,TOBRAMYCIN ， 眼用液劑 ， 3.00  MG/ML ， 5.00 ML,243
AC44209100,ALVERINE CITRATE， 一般錠劑膠囊劑 ， 67.00 MG,868
AC44212100,URSODEOXYCHOLIC ACID ， 一般錠劑膠囊劑 ， 300.00 MG,14217
AC44213100,CYPROTERONE ， 一般錠劑膠囊劑 ， 50.00 MG,59298
AC44223100,LEUCOMYCIN ， 一般錠劑膠囊劑 ， 250.00 MG,136133
AC44233100,METFORMIN ， 一般錠劑膠囊劑 ， 850.00 MG,6500
AC44241329,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 10.00GM,29437
AC44241336,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 16.00GM,122100.1
AC44241338,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM， 外用軟膏劑， 20.00GM,7652
AC44245421,DICLOFENAC ， 眼用液劑 ， 1.00  MG/ML ， 5.00 ML,1868
AC44245429,DICLOFENAC ， 眼用液劑 ， 1.00  MG/ML ， 10.00 ML,62
AC44248100,LEUCOVORIN ， 一般錠劑膠囊劑 ， 15.00 MG,3940375.3
AC44250100,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,563597.5
AC442501G0,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,123684.4
AC44252329,LINDANE ， 外用軟膏劑 ， 10.00  MG/GM ， 10.00 GM,1563.8
AC44253100,TIAPROFENIC ACID ， 一般錠劑膠囊劑 ， 200.00 MG,235239
AC44254100,BETHANECHOL ， 一般錠劑膠囊劑 ， 25.00 MG,5954784.8
AC442541G0,BETHANECHOL ， 一般錠劑膠囊劑 ， 25.00 MG,11266641.5
AC44261100,LANSOPRAZOLE ， 一般錠劑膠囊劑 ， 30.00 MG,2922679.5
AC44264421,DEXAMETHASONE SODIUM PHOSPHATE 1MG/ML + CHLORAMPHENICOL 5MG/ML， 眼用液劑， 5.00ML,4927
AC44267100,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,1059479.2
AC44268321,CLINDAMYCIN ， 外用軟膏劑 ， 10.00  MG/GM ， 5.00 GM,1903
AC44270100,OMEPRAZOLE/ESOMEPRAZOLE， 一般錠劑膠囊劑 ， 20.00 MG,4281275.5
AC44272100,FORMOTEROL ， 一般錠劑膠囊劑 ， 40.00 MCG,620519.2
AC442721G0,FORMOTEROL ， 一般錠劑膠囊劑 ， 40.00 MCG,19528.5
AC44274100,BENZBROMARONE ， 一般錠劑膠囊劑 ， 50.00 MG,34664
AC442741G0,BENZBROMARONE ， 一般錠劑膠囊劑 ， 50.00 MG,214374.4
AC44277100,PSEUDOEPHEDRINE 120MG + LORATADINE 5MG ， 緩釋錠劑膠囊劑,368323.5
AC44281100,BACLOFEN ， 一般錠劑膠囊劑 ， 5.00 MG,1106
AC44282100,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,807132.3
AC442821G0,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,289442.2
AC44295100,ESTRADIOL ， 一般錠劑膠囊劑 ， 1.00 MG,1480429.5
AC44297100,OFLOXACIN ， 一般錠劑膠囊劑 ， 100.00 MG,0
AC44299429,BECLOMETHASONE ， 耳鼻用液劑 ， 42-50 MCG/DOSE ， 200.00 DOSE,6
AC44300100,URSODEOXYCHOLIC ACID ， 一般錠劑膠囊劑 ， 300.00 MG,1624448.9
AC443151G0,ENALAPRIL ， 一般錠劑膠囊劑 ， 20.00 MG,46653
AC44317100,HYOSCYAMINE ， 一般錠劑膠囊劑 ， 125.00 MCG,1650263.9
AC443171G0,HYOSCYAMINE ， 一般錠劑膠囊劑 ， 125.00 MCG,1307991
AC44320100,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 200.00 MG,535785.7
AC44321151,SULFAMETHOXAZOLE 40MG/ML + TRIMETHOPRIM 8MG/ML， 口服液劑， 60.00ML,23951.3
AC44331100,FINASTERIDE ， 一般錠劑膠囊劑 ， 5.00 MG,1660888.2
AC44332212,FENTANYL ， 注射劑 ， 100.00 MCG,589420.9
AC44332229,FENTANYL ， 注射劑 ， 500.00 MCG,822464
AC44338100,MEBEVERINE ， 一般錠劑膠囊劑 ， 135.00 MG,267874.2
AC443381G0,MEBEVERINE ， 一般錠劑膠囊劑 ， 135.00 MG,43816.5
AC44365100,BETHANECHOL ， 一般錠劑膠囊劑 ， 25.00 MG,10048038.6
AC443651G0,BETHANECHOL ， 一般錠劑膠囊劑 ， 25.00 MG,1876445.8
AC44366100,CLARITHROMYCIN ， 一般錠劑膠囊劑 ， 250.00 MG,1621301.8
AC44371100,AMLODIPINE ， 一般錠劑膠囊劑 ， 5.00 MG,4401461.2
AC44396151,LORATADINE ， 口服液劑 ， 1.00  MG/ML ， 60.00 ML,0
AC44402100,FINASTERIDE ， 一般錠劑膠囊劑 ， 5.00 MG,11613.3
AC44414100,LORATADINE ， 一般錠劑膠囊劑 ， 10.00 MG,462594.2
AC444141G0,LORATADINE ， 一般錠劑膠囊劑 ， 10.00 MG,542996.6
AC44418100,THEOPHYLLINE ， 緩釋錠劑膠囊劑 ， 250.00 MG,246364.6
AC444181G0,THEOPHYLLINE ， 緩釋錠劑膠囊劑 ， 250.00 MG,1574478
AC44420100,ENALAPRIL ， 一般錠劑膠囊劑 ， 20.00 MG,10612
AC444201G0,ENALAPRIL ， 一般錠劑膠囊劑 ， 20.00 MG,3540
AC44421100,FAMOTIDINE ， 一般錠劑膠囊劑 ， 20.00 MG,0
AC44434100,PINAVERIUM ， 一般錠劑膠囊劑 ， 50-100 MG,0
AC44437209,MIDAZOLAM ， 注射劑 ， 5.00 MG,304
AC44437216,MIDAZOLAM ， 注射劑 ， 15.00 MG,8582.5
AC44438100,BETHANECHOL ， 一般錠劑膠囊劑 ， 25.00 MG,21334
AC44449100,ALVERINE CITRATE， 一般錠劑膠囊劑 ， 67.00 MG,0
AC444491G0,ALVERINE CITRATE， 一般錠劑膠囊劑 ， 67.00 MG,319091.5
AC44450100,DICLOFENAC ， 一般錠劑膠囊劑 ， 25.00 MG,1516045.7
AC444501G0,DICLOFENAC ， 一般錠劑膠囊劑 ， 25.00 MG,3437478.7
AC44459100,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 200.00 MG,375659
AC444591G0,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 200.00 MG,315220
AC44461100,FENOFIBRATE ， 一般錠劑膠囊劑 ， 67.00-100.00 MG,271829
AC44462335,BETAMETHASONE (VALERATE) 1MG/GM + GENTAMICIN 1MG/GM， 外用軟膏劑， 15.00GM,22
AC44463100,ZOLPIDEM ， 一般錠劑膠囊劑 ， 10.00 MG,0
AC444631G0,ZOLPIDEM ， 一般錠劑膠囊劑 ， 10.00 MG,11340512.5
AC44468100,FELODIPINE ， 緩釋錠劑膠囊劑 ， 5.00 MG,0
AC444681G0,FELODIPINE ， 緩釋錠劑膠囊劑 ， 5.00 MG,27314
AC44469100,OXATOMIDE ， 一般錠劑膠囊劑 ， 30.00 MG,1010479.5
AC444691G0,OXATOMIDE ， 一般錠劑膠囊劑 ， 30.00 MG,7695
AC44470100,FLUOXETINE ， 一般錠劑膠囊劑 ， 10.00 MG,3049
AC44475100,AMLODIPINE ， 一般錠劑膠囊劑 ， 5.00 MG,0
AC44477100,LISINOPRIL ， 一般錠劑膠囊劑 ， 10.00 MG,1634
AC44478100,DICLOFENAC ， 緩釋錠劑膠囊劑 ， 100.00 MG,0
AC44479100,CLARITHROMYCIN ， 一般錠劑膠囊劑 ， 250.00 MG,1451860.5
AC44480100,ENALAPRIL ， 一般錠劑膠囊劑 ， 10.00 MG,356
AC444801G0,ENALAPRIL ， 一般錠劑膠囊劑 ， 10.00 MG,118
AC44481100,OMEPRAZOLE/ESOMEPRAZOLE， 一般錠劑膠囊劑 ， 20.00 MG,4599399.2
AC44482143,PROCATEROL ， 口服液劑 ， 5.00  MCG/ML ， 30.00 ML,0
AC44483421,CHLORAMPHENICOL ， 眼用液劑 ， 2.50  MG/ML ， 5.00 ML,320870
AC44483429,CHLORAMPHENICOL ， 眼用液劑 ， 2.50  MG/ML ， 10.00 ML,3879
AC44484100,CLINDAMYCIN ， 一般錠劑膠囊劑 ， 300.00 MG,732717
AC44485100,RILUZOLE ， 一般錠劑膠囊劑 ， 50.00 MG,86313
AC44498100,THEOPHYLLINE ， 緩釋錠劑膠囊劑 ， 200.00 MG,178830.8
AC444981G0,THEOPHYLLINE ， 緩釋錠劑膠囊劑 ， 200.00 MG,95868.1
AC44500109,FAMOTIDINE ， 口服顆粒劑 ， 20.00 MG,95395
AC44505321,NAFTIFINE ， 外用軟膏劑 ， 10.00  MG/GM ， 5.00 GM,153
AC44505329,NAFTIFINE ， 外用軟膏劑 ， 10.00  MG/GM ， 10.00 GM,14162
AC44505335,NAFTIFINE ， 外用軟膏劑 ， 10.00  MG/GM ， 15.00 GM,93
AC44505338,NAFTIFINE ， 外用軟膏劑 ， 10.00  MG/GM ， 20.00 GM,13242
AC44507100,MEPHENOXALONE ， 一般錠劑膠囊劑 ， 500.00 MG,1194204.7
AC44541100,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,5285.5
AC445411G0,CETIRIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,3318532.1
AC44542100,NABUMETONE ， 一般錠劑膠囊劑 ， 500.00 MG,5140
AC44546100,ALPRAZOLAM ， 一般錠劑膠囊劑 ， 500.00 MCG,480297.5
AC445461G0,ALPRAZOLAM ， 一般錠劑膠囊劑 ， 500.00 MCG,5039960.6
AC44547100,TERAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,781322.5
AC445471G0,TERAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,499202.5
AC44548209,SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.2MG/ML + SODIUM LACTATE 3.1MG/ML， 注射劑， 1000.00ML,2
AC44548265,SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.2MG/ML + SODIUM LACTATE 3.1MG/ML， 注射劑， 250.00ML,4
AC44548277,SODIUM CHLORIDE 6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.2MG/ML + SODIUM LACTATE 3.1MG/ML， 注射劑， 500.00ML,8790
AC44567100,DOXAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,0
AC44572100,FLAVOXATE ， 一般錠劑膠囊劑 ， 200.00 MG,2235311.5
AC44573321,ADAPALENE ， 外用軟膏劑 ， 1.00  MG/GM ， 5.00 GM,307
AC44573335,ADAPALENE ， 外用軟膏劑 ， 1.00  MG/GM ， 15.00 GM,3220
AC44573343,ADAPALENE ， 外用軟膏劑 ， 1.00  MG/GM ， 30.00 GM,5
AC44574100,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,122100.5
AC445741G0,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,0
AC44575100,FELODIPINE ， 緩釋錠劑膠囊劑 ， 5.00 MG,848439
AC445751G0,FELODIPINE ， 緩釋錠劑膠囊劑 ， 5.00 MG,142690
AC44577100,TRAZODONE ， 一般錠劑膠囊劑 ， 50.00 MG,48745.4
AC445771G0,TRAZODONE ， 一般錠劑膠囊劑 ， 50.00 MG,30887.5
AC44595100,LORATADINE ， 一般錠劑膠囊劑 ， 10.00 MG,1688003.1
AC445951G0,LORATADINE ， 一般錠劑膠囊劑 ， 10.00 MG,2271555
AC44597100,ISOSORBIDE 5-MONONITRATE ， 緩釋錠劑膠囊劑 ， 40.00 MG,3867100.8
AC44601221,PACLITAXEL ， 注射劑 ， 30.00 MG,5951
AC44601229,PACLITAXEL ， 注射劑 ， 60.00 MG,5548
AC44601240,PACLITAXEL ， 注射劑 ， 150.00 MG,2046
AC446012FG,PACLITAXEL ， 注射劑 ， 100.00 MG,188
AC44602100,LEVODOPA 250MG + CARBIDOPA 25MG， 一般錠劑膠囊劑，,1207801.4
AC44605100,ZOLPIDEM ， 一般錠劑膠囊劑 ， 10.00 MG,4212504.2
AC446051G0,ZOLPIDEM ， 一般錠劑膠囊劑 ， 10.00 MG,15798803
AC44606100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 500.00 MG,58412.5
AC44607100,AMLODIPINE ， 一般錠劑膠囊劑 ， 5.00 MG,0
